Accession	Name	Cluster	Subcluster	PEQtoCluRepr	Grose_Casjens_Cluster	Gros_Casjens_Subcluster
NC_015465.1	Synechococcus phage S-CBS3, complete genome	295	N/A	1		
NC_016657.1	Cyanophage 9515-10a, complete genome	296	N/A	0.447910999999999		
NC_016659.1	Cyanophage NATL2A-133, complete genome	296	N/A	1		
NC_019455.1	Haemophilus phage SuMu, complete genome	297	N/A	0.470840999999999		
NC_028766.1	Mannheimia phage vB MhM 3927AP2, complete genome	297	N/A	1		
NC_019457.1	Vibrio phage CP-T1, complete genome	298	N/A	1		
NC_019518.1	Vibrio phage vB VchM-138, complete genome	298	N/A	0.727128		
NC_019486.1	Lactobacillus phage LF1, complete genome	299	N/A	1		
NC_027982.1	Lactobacillus phage phiPYB5, complete genome	299	N/A	0.277074999999999		
NC_019541.1	Acinetobacter phage YMC 9 2 B1251 ABA BP, complete genome	300	N/A	0.623224		
NC_041866.1	Acinetobacter phage YMC11 11 R3177, complete genome	300	N/A	1		
NC_019549.1	Liberibacter phage SC1, complete genome	301	N/A	1		
NC_019550.1	Liberibacter phage SC2, complete genome	301	N/A	0.48038		
NC_019713.1	Vibrio phage vB VpaS MAR10, complete genome	302	N/A	1		
NC_041910.1	Vibrio vulnificus phage SSP002, complete genome	302	N/A	0.674418		
NC_020490.2	Staphylococcus phage StB12, complete genome	303	N/A	0.341411		
NC_019914.1	Staphylococcus phage StB27, complete genome	303	N/A	1		
NC_028821.1	Staphylococcus phage StB20-like, complete genome	304	N/A	0.412212		
NC_019915.1	Staphylococcus phage StB20, complete genome	304	N/A	1		
NC_048630.1	Pseudoalteromonas phage HP1, complete genome	305	N/A	1		
NC_021300.1	Pseudoalteromonas phage RIO-1, complete genome	305	N/A	0.734259		
NC_062753.1	Cellulophaga phage Nekkels 1, complete genome	306	N/A	1		
NC_021799.1	Cellulophaga phage phi19:1, complete genome	306	N/A	0.392796		
NC_029025.1	Staphylococcus phage IME-SA4, complete genome	307	N/A	0.301753999999999		
NC_022914.1	Staphylococcus phage phiRS7, complete genome	307	N/A	1		
NC_054961.1	Ralstonia phage Firinga, complete genome	308	N/A	0.736777999999999		
NC_022915.1	Ralstonia phage RSK1 DNA, complete genome	308	N/A	1		
NC_022917.1	Ralstonia phage RSB3 DNA, complete genome	309	N/A	0.442903999999999		
NC_047800.1	Ralstonia virus phiAp1, complete genome	309	N/A	1		
NC_024355.1	Staphylococcus phage 6ec, complete genome	310	N/A	0.663772		
NC_023582.1	Staphylococcus phage vB SepS SEP9, complete genome	310	N/A	1		
NC_025436.1	Shewanella sp. phage 1 4, complete genome	311	N/A	0.602619999999999		
NC_025470.1	Shewanella sp. phage 1 40, complete genome	311	N/A	1		
NC_070821.1	Pseudoalteromonas phage Maelstrom, complete genome	312	N/A	0.487037		
NC_025458.1	Shewanella sp. phage 1 41, complete genome	312	N/A	1		
NC_073022.1	Hafnia phage yong1, complete genome	313	N/A	1		
NC_028699.1	Salmonella phage SEN34, complete genome	313	N/A	0.356002		
NC_028834.1	Achromobacter phage 83-24, complete genome	314	N/A	0.650218		
NC_028768.1	Achromobacter phage JWX, complete genome	314	N/A	1		
NC_028830.1	Lactobacillus phage iA2, complete genome	315	N/A	0.511528		
NC_031036.1	Lactobacillus phage PLE2, complete genome	315	N/A	1		
NC_028991.1	Clostridium phage phiCT453A, complete genome	316	N/A	0.331765		
NC_029022.1	Clostridium phage phiCT9441A, complete genome	316	N/A	1		
NC_048632.1	Salmonella phage 35, complete genome	317	N/A	1		
NC_029045.1	Salmonella phage 37, complete genome	317	N/A	0.482404		
NC_031013.1	Lactococcus phage 28201, complete genome	318	N/A	0.539061999999999		
NC_031064.1	Lactococcus phage 98201, complete genome	318	N/A	1		
NC_054392.1	Gordonia phage Archimedes, complete genome	319	N/A	0.454578999999999		
NC_031028.1	Gordonia phage Ghobes, complete genome	319	N/A	1		
NC_031253.1	Mycobacterium phage Bipper, complete genome	320	N/A	0.488363		
NC_054393.1	Mycobacterium phage Typha, complete genome	320	N/A	1		
NC_041949.1	Arthrobacter phage Amigo, complete genome	321	N/A	1		
NC_042001.1	Arthrobacter phage Molivia, complete genome	321	N/A	0.577062		
NC_070838.1	Arthrobacter phage SilentRX, complete genome	322	N/A	0.277806		
NC_041961.1	Arthrobacter phage Tank, complete genome	322	N/A	1		
NC_042345.1	Phage Salvo, complete genome	323	N/A	1		
NC_042344.1	Phage Sano, complete genome	323	N/A	0.615831		
NC_042348.1	Salinibacter phage M1EM-1, complete genome	324	N/A	1		
NC_042350.1	Salinibacter phage M8CR30-2, complete genome	324	N/A	0.73783		
NC_042349.1	Salinibacter phage M8CC-19, complete genome	325	N/A	0.719951		
NC_042351.1	Salinibacter phage M8CRM-1, complete genome	325	N/A	1		
NC_048166.1	Pseudomonas phage Lana, complete genome	326	N/A	1		
NC_047902.1	Pseudomonas phage PMBT3, complete genome	326	N/A	0.397221999999999		
NC_047904.1	Streptomyces phage AbbeyMikolon, complete genome	327	N/A	0.369		
NC_047906.1	Streptomyces phage Rowa, complete genome	327	N/A	1		
NC_049478.1	Arthrobacter phage Mufasa8, complete genome	328	N/A	0.322586999999999		
NC_048152.1	Arthrobacter phage Sonali, complete genome	328	N/A	1		
NC_048197.1	Erwinia phage vB EhrS 49, complete genome	329	N/A	0.464793		
NC_048198.1	Erwinia phage vB EhrS 59, complete genome	329	N/A	1		
NC_048762.1	Bacillus phage vB BtS B83, complete genome	330	N/A	1		
NC_048640.1	Bacillus phage vB BtS BMBtp14, complete genome	330	N/A	0.362813999999999		
NC_070972.1	Clostridium phage LPCPA6, complete genome	331	N/A	0.342658		
NC_048712.1	Clostridium phage susfortuna, complete genome	331	N/A	1		
NC_055882.1	CrAssphage cr116 1, complete genome	332	N/A	0.285881999999999		
NC_049978.1	IAS virus, complete genome	332	N/A	1		
NC_054723.1	Gordonia phage Pupper, complete genome	333	N/A	1		
NC_054725.1	Gordonia phage Skog, complete genome	333	N/A	0.605753		
NC_054726.1	Gordonia phage Stormageddon, complete genome	334	N/A	1		
NC_054724.1	Rhodococcus phage Finch, complete genome	334	N/A	0.258005		
NC_055886.1	CrAssphage cr127 1, complete genome	335	N/A	0.276284		
NC_062780.1	Uncultured phage cr13 1, complete genome	335	N/A	1		
NC_055901.1	CrAssphage cr130 1, complete genome	336	N/A	0.306737999999999		
NC_055902.1	CrAssphage cr131 1, complete genome	336	N/A	1		
NC_055903.1	CrAssphage cr272 1, complete genome	337	N/A	1		
NC_055904.1	CrAssphage cr273 1, complete genome	337	N/A	0.629143999999999		
NC_061418.1	Klebsiella phage KpLz-2 45, complete genome	338	N/A	0.655659		
NC_061421.1	Klebsiella phage vB KpM FBKp24, complete genome	338	N/A	1		
NC_062745.1	Polaribacter phage Danklef 1, complete genome	339	N/A	0.703158		
NC_062746.1	Polaribacter phage Freya 1, complete genome	339	N/A	1		
NC_062779.1	Uncultured phage cr2 1, complete genome	340	N/A	0.739185		
NC_062777.1	Uncultured phage cr25 1, complete genome	340	N/A	1		
NC_070766.1	Arthrobacter phage Adaia, complete genome	341	N/A	1		
NC_070767.1	Arthrobacter phage Atraxa, complete genome	341	N/A	0.462458999999999		
NC_070773.1	Vibrio phage NF, complete genome	342	N/A	1		
NC_070772.1	Vibrio phage Seahorse, complete genome	342	N/A	0.273887		
NC_070824.1	Pseudoalteromonas phage C7, complete genome	343	N/A	0.325547999999999		
NC_070823.1	Pseudoalteromonas phage vB PspS-H40 1, complete genome	343	N/A	1		
NC_070830.1	Streptomyces phage KimJongPhill, complete genome	344	N/A	1		
NC_070829.1	Streptomyces phage Zuko, complete genome	344	N/A	0.680804		
NC_070955.1	Burkholderia phage BgManors32, complete genome	345	N/A	1		
NC_070954.1	Burkholderia phage Magia, complete genome	345	N/A	0.310976999999999		
NC_070965.1	Synechococcus phage S-H34, complete genome	346	N/A	0.68021		
NC_070959.1	Synechococcus phage S-N03, complete genome	346	N/A	1		
NC_073462.1	Streptomyces phage Ibantik, complete genome	347	N/A	1		
NC_073472.1	Streptomyces phage Success, complete genome	347	N/A	0.27625		
NC_073476.1	Curtobacterium phage Pize, complete genome	348	N/A	0.471381999999999		
NC_073477.1	Curtobacterium phage Reje, complete genome	348	N/A	1		
NC_074639.1	MAG: Methanophagales virus GBV301, complete genome	349	N/A	1		
NC_074640.1	MAG: Methanophagales virus GBV302, complete genome	349	N/A	0.388124		
NC_074648.1	MAG: Unclassified virus PBV266, complete genome	350	N/A	0.421594		
NC_074650.1	MAG: Unclassified virus PBV304, complete genome	350	N/A	1		
NC_074658.1	Pseudomonas phage Medea1, complete genome	351	N/A	1		
NC_074659.1	Pseudomonas phage phiAH14a, complete genome	351	N/A	0.302745		
NC_018851.1	Propionibacterium phage ATCC29399B C, complete genome	352	1	0.879761		
NC_018847.1	Propionibacterium phage ATCC29399B T, complete genome	352	1	0.868573		
NC_027629.1	Propionibacterium phage Attacne, complete genome	352	1	0.844622		
NC_031084.1	Propionibacterium phage BruceLethal, complete genome	352	1	0.868974		
NC_031119.1	Propionibacterium phage Enoki, complete genome	352	1	0.887317		
NC_041954.1	Propionibacterium phage Keiki, complete genome	352	1	0.89282		
NC_027625.1	Propionibacterium phage Kubed, complete genome	352	1	0.863815		
NC_027628.1	Propionibacterium phage Lauchelly, complete genome	352	1	0.869183		
NC_031003.1	Propionibacterium phage Moyashi, complete genome	352	1	0.883605		
NC_027620.1	Propionibacterium phage MrAK, complete genome	352	1	0.875254		
NC_027630.1	Propionibacterium phage Ouroboros, complete genome	352	1	0.88258		
NC_018842.1	Propionibacterium phage P1.1, complete genome	352	1	0.888577		
NC_018840.1	Propionibacterium phage P100 1, complete genome	352	1	0.899011		
NC_018838.1	Propionibacterium phage P100 A, complete genome	352	1	0.863635		
NC_018852.1	Propionibacterium phage P100D, complete genome	352	1	0.883745		
NC_018841.1	Propionibacterium phage P101A, complete genome	352	1	0.907789		
NC_018845.1	Propionibacterium phage P104A, complete genome	352	1	0.893145		
NC_018849.1	Propionibacterium phage P105, complete genome	352	1	0.876285		
NC_018839.1	Propionibacterium phage P14.4, complete genome	352	1	0.875046		
NC_018834.1	Propionibacterium phage P9.1, complete genome	352	1	0.896022		
NC_028694.1	Propionibacterium phage PA1-14, complete genome	352	1	0.860866		
NC_009541.1	Propionibacterium phage PA6, complete genome	352	1	0.86461		
NC_028967.1	Propionibacterium phage PAC1, complete genome	352	1	0.894963		
NC_027371.1	Propionibacterium phage Pacnes 2012-15, complete genome	352	1	0.826972		
NC_015454.1	Propionibacterium phage PAD20 endogenous virus, complete genome	352	1	0.876578		
NC_015453.1	Propionibacterium phage PAS50 endogenous virus, complete genome	352	1	0.890188		
NC_027336.1	Propionibacterium phage PHL009M11, complete genome	352	1	0.925445		
NC_022336.1	Propionibacterium phage PHL010M04, complete genome	352	1	0.887435		
NC_027357.1	Propionibacterium phage PHL025M00, complete genome	352	1	1		
NC_027373.1	Propionibacterium phage PHL030N00, complete genome	352	1	0.884022		
NC_022339.1	Propionibacterium phage PHL037M02, complete genome	352	1	0.913539		
NC_027391.1	Propionibacterium phage PHL041M10, complete genome	352	1	0.883684		
NC_027400.1	Propionibacterium phage PHL055N00, complete genome	352	1	0.879184		
NC_022338.1	Propionibacterium phage PHL060L00, complete genome	352	1	0.91014		
NC_027380.1	Propionibacterium phage PHL067M01, complete genome	352	1	0.900406		
NC_022335.1	Propionibacterium phage PHL067M10, complete genome	352	1	0.905149		
NC_027333.1	Propionibacterium phage PHL070N00, complete genome	352	1	0.902224		
NC_022337.1	Propionibacterium phage PHL071N05, complete genome	352	1	0.91796		
NC_041955.1	Propionibacterium phage PHL082M03, complete genome	352	1	0.876382		
NC_027361.1	Propionibacterium phage PHL085N00, complete genome	352	1	0.903574		
NC_027385.1	Propionibacterium phage PHL092M00, complete genome	352	1	0.870455		
NC_027401.1	Propionibacterium phage PHL095N00, complete genome	352	1	0.922725		
NC_022342.1	Propionibacterium phage PHL111M01, complete genome	352	1	0.894186		
NC_022334.1	Propionibacterium phage PHL112N00, complete genome	352	1	0.915402		
NC_022341.1	Propionibacterium phage PHL113M01, complete genome	352	1	0.902034		
NC_022340.1	Propionibacterium phage PHL114L00, complete genome	352	1	0.865429		
NC_027362.1	Propionibacterium phage PHL116M00, complete genome	352	1	0.886711		
NC_027403.1	Propionibacterium phage PHL117M00, complete genome	352	1	0.880085		
NC_041956.1	Propionibacterium phage PHL117M01, complete genome	352	1	0.875005		
NC_027367.1	Propionibacterium phage PHL132N00, complete genome	352	1	0.909484		
NC_027389.1	Propionibacterium phage PHL141N00, complete genome	352	1	0.897987		
NC_027294.1	Propionibacterium phage PHL150M00, complete genome	352	1	0.90663		
NC_027347.1	Propionibacterium phage PHL151M00, complete genome	352	1	0.879499		
NC_041957.1	Propionibacterium phage PHL151N00, complete genome	352	1	0.879612		
NC_027386.1	Propionibacterium phage PHL152M00, complete genome	352	1	0.879558		
NC_027405.1	Propionibacterium phage PHL163M00, complete genome	352	1	0.86275		
NC_027346.1	Propionibacterium phage PHL171M01, complete genome	352	1	0.898277		
NC_027370.1	Propionibacterium phage PHL179M00, complete genome	352	1	0.905661		
NC_027392.1	Propionibacterium phage PHL194M00, complete genome	352	1	0.879081		
NC_027295.1	Propionibacterium phage PHL199M00, complete genome	352	1	0.877584		
NC_027354.1	Propionibacterium phage PHL301M00, complete genome	352	1	0.885419		
NC_027376.1	Propionibacterium phage PHL308M00, complete genome	352	1	0.90663		
NC_027623.2	Propionibacterium phage Pirate, complete genome	352	1	0.886954		
NC_027626.1	Propionibacterium phage Procrass1, complete genome	352	1	0.894572		
NC_031005.2	Propionibacterium phage QueenBey, complete genome	352	1	0.86029		
NC_027624.1	Propionibacterium phage SKKY, complete genome	352	1	0.837698		
NC_027627.1	Propionibacterium phage Solid, complete genome	352	1	0.902603		
NC_027622.1	Propionibacterium phage Stormborn, complete genome	352	1	0.836266		
NC_027621.1	Propionibacterium phage Wizzo, complete genome	352	1	0.854335		
NC_008194.1	Mycobacterium phage 244, complete genome	353	1	0.857217		
NC_041846.1	Mycobacterium phage Bask21, complete genome	353	1	0.851217		
NC_022988.1	Mycobacterium phage Bruin, complete genome	353	1	0.946045999999999		
NC_004681.1	Mycobacterium phage Cjw1, complete genome	353	1	0.888683		
NC_022065.1	Mycobacterium phage Contagion, complete genome	353	1	0.929012		
NC_022059.1	Mycobacterium phage DrDrey, complete genome	353	1	0.886074		
NC_021306.2	Mycobacterium phage Dumbo, complete genome	353	1	0.885423		
NC_029079.1	Mycobacterium phage Dusk, complete genome	353	1	0.866613		
NC_041850.1	Mycobacterium phage Eureka, complete genome	353	1	0.863588999999999		
NC_022085.1	Mycobacterium phage Goku, complete genome	353	1	0.857393		
NC_022981.1	Mycobacterium phage HufflyPuff, complete genome	353	1	0.945216		
NC_011056.1	Mycobacterium phage Kostya, complete genome	353	1	0.841203		
NC_023689.1	Mycobacterium phage Lilac, complete genome	353	1	0.860303		
NC_029093.1	Mycobacterium phage Mindy, complete genome	353	1	0.865698		
NC_021305.1	Mycobacterium phage Murphy, complete genome	353	1	0.891109		
NC_022976.1	Mycobacterium phage Nala, complete genome	353	1	1		
NC_028785.1	Mycobacterium phage NelitzaMV, complete genome	353	1	0.872941		
NC_022969.1	Mycobacterium phage PhatBacter, complete genome	353	1	0.962801		
NC_021311.1	Mycobacterium phage Phaux, complete genome	353	1	0.944546		
NC_021309.1	Mycobacterium phage Phrux, complete genome	353	1	0.878471		
NC_011055.1	Mycobacterium phage Porky, complete genome	353	1	0.846036		
NC_042027.1	Mycobacterium phage Pumpkin, complete genome	353	1	0.888644		
NC_022330.1	Mycobacterium phage Quink, complete genome	353	1	0.882020999999999		
NC_041987.1	Mycobacterium phage SirDuracell, complete genome	353	1	0.814176		
NC_028906.1	Mycobacterium phage Toto, complete genome	353	1	0.880767		
NC_022974.1	Pseudomonas phage CHA P1, complete genome	354	1	0.924001		
NC_015272.2	Pseudomonas phage KPP10, complete genome	354	1	0.9311		
NC_022970.1	Pseudomonas phage PAK P3, complete genome	354	1	0.904464		
NC_022966.1	Pseudomonas phage PAK P5, complete genome	354	1	0.916218		
NC_041968.1	Pseudomonas phage vB PaeM G1, complete genome	354	1	1		
NC_026587.1	Pseudomonas phage vB PaeM PAO1 Ab03, complete genome	354	1	0.863817		
NC_028882.1	Pseudomonas phage vB PaeM PS24, complete genome	354	1	0.883942		
NC_018861.1	Campylobacter phage CP30A, complete genome	355	1	0.903887		
NC_042112.1	Campylobacter phage CP81, complete genome	355	1	0.875013		
NC_016562.1	Campylobacter phage CPX, complete genome	355	1	0.863613		
NC_015464.1	Campylobacter phage NCTC12673, complete genome	355	1	0.875748		
NC_031909.1	Campylobacter phage PC14, complete genome	355	1	0.891539		
NC_041896.1	Campylobacter phage vB CjeM Los1, complete genome	355	1	1		
NC_041972.1	Erwinia phage vB EamM Deimos-Minion, complete genome	356	1	0.973942		
NC_042098.1	Erwinia phage vB EamM Desertfox, complete genome	356	1	0.973628		
NC_041973.1	Erwinia phage vB EamM RAY, complete genome	356	1	1		
NC_041974.1	Erwinia phage vB EamM Simmy50, complete genome	356	1	0.981977		
NC_041975.1	Erwinia phage vB EamM Special G, complete genome	356	1	0.979833		
NC_022057.1	Mycobacterium phage Catdawg, complete genome	357	N/A	0.893181		
NC_004685.1	Mycobacterium phage Corndog, complete genome	357	N/A	0.917028		
NC_022325.1	Mycobacterium phage Dylan, complete genome	357	N/A	0.894905		
NC_023712.1	Mycobacterium phage Firecracker, complete genome	357	N/A	1		
NC_055759.1	Mycobacterium phage Ryadel, complete genome	357	N/A	0.857602		
NC_027393.1	Vibrio phage J2, complete genome	358	N/A	0.959655		
NC_027118.1	Vibrio phage phiVC8, complete genome	358	N/A	0.825164		
NC_027397.1	Vibrio phage QH, complete genome	358	N/A	1		
NC_005879.1	Vibrio phage VP2, complete genome	358	N/A	0.897087		
NC_005891.1	Vibrio phage VP5, complete genome	358	N/A	0.894276		
NC_049807.1	Lactococcus phage AM6, complete genome	359	N/A	0.877317		
NC_049806.1	Lactococcus phage LW31, complete genome	359	N/A	1		
NC_012663.1	Lactococcus phage P087, complete genome	359	N/A	0.882735		
NC_049808.1	Lactococcus phage P596, complete genome	359	N/A	0.875785		
NC_049805.1	Lactococcus phage phiQ1 DNA, complete genome	359	N/A	0.862279999999999		
NC_024375.1	Listeria phage LP-026, complete genome	360	N/A	0.91354		
NC_021787.2	Listeria phage LP-037, complete genome	360	N/A	1		
NC_021785.1	Listeria phage LP-110, complete genome	360	N/A	0.937094		
NC_024392.1	Listeria phage LP-114, complete genome	360	N/A	0.926152		
NC_018831.1	Listeria phage P70, complete genome	360	N/A	0.859426		
NC_025428.1	Ruegeria phage DSS3-P1, complete genome	361	N/A	0.988221		
NC_052971.1	Ruegeria phage vB RpoS-V11, complete genome	361	N/A	0.997618		
NC_052969.1	Ruegeria phage vB RpoS-V16, complete genome	361	N/A	0.861302		
NC_052970.1	Ruegeria phage vB RpoS-V18, complete genome	361	N/A	1		
NC_052972.1	Ruegeria phage vB RpoS-V7, complete genome	361	N/A	0.988297		
NC_031914.1	Flavobacterium phage Fpv1, complete genome	362	N/A	1		
NC_031931.1	Flavobacterium phage Fpv2, complete genome	362	N/A	0.999296		
NC_031912.1	Flavobacterium phage Fpv20, complete genome	362	N/A	0.988097		
